-393.033882	-115.353814 	-150.611204	-0.000100 	-41.642445 
-392.843682	-117.522514 	-142.484904	-0.000400 	-41.642445 
-392.325582	-123.447914 	-136.535104	-0.000200 	-41.642445 
-391.618382	-131.542014 	-134.358104	-0.000100 	-41.642445 
-390.911482	-139.636214 	-136.535004	-0.000100 	-41.642445 
-390.393782	-145.561614 	-142.484404	-0.000200 	-41.642445 
-390.205282	-147.730514 	-150.611304	-0.000200 	-41.642445 
-390.394982	-145.561714 	-158.738004	-0.000100 	-41.642445 
-390.912782	-139.636214 	-164.687704	-0.000100 	-41.642445 
-391.619882	-131.542314 	-166.865004	-0.000200 	-41.642445 
-392.326882	-123.448114 	-164.687704	-0.000200 	-41.642445 
-392.844382	-117.522614 	-158.738204	-0.000200 	-41.642445 
-392.052082	-109.026214 	-150.611404	24.999800 	-46.642514 
-392.052282	-111.203414 	-142.484904	24.999700 	-46.642414 
-392.052782	-117.151314 	-136.535404	24.999900 	-46.642514 
-392.053682	-125.276214 	-134.358304	24.999900 	-46.642414 
-392.055182	-133.401414 	-136.535304	24.999800 	-46.642514 
-392.054982	-139.349214 	-142.484504	24.999800 	-46.642414 
-392.056882	-141.526314 	-150.611404	24.999800 	-46.642414 
-392.057182	-139.349114 	-158.737804	24.999900 	-46.642414 
-392.056082	-133.401214 	-164.688004	24.999800 	-46.642414 
-392.054882	-125.276214 	-166.865104	24.999800 	-46.642414 
-392.053482	-117.151314 	-164.687904	24.999800 	-46.642414 
-392.052782	-111.203414 	-158.738004	24.999800 	-46.642414 
-390.505782	-102.795714 	-150.611704	49.999800 	-51.642447 
-390.695982	-104.964614 	-142.484904	49.999900 	-51.642447 
-391.215282	-110.889614 	-136.535604	49.999900 	-51.642447 
-391.924482	-118.983714 	-134.358404	49.999800 	-51.642447 
-392.634082	-127.077814 	-136.535404	49.999900 	-51.642447 
-393.147182	-133.003514 	-142.484304	49.999800 	-51.642447 
-393.339282	-135.172114 	-150.611404	49.999800 	-51.642447 
-393.150682	-133.003014 	-158.737904	49.999900 	-51.642447 
-392.632082	-127.077914 	-164.687904	49.999800 	-51.642447 
-391.923182	-118.983914 	-166.865004	49.999800 	-51.642447 
-391.213982	-110.889814 	-164.687904	49.999900 	-51.642447 
-390.695182	-104.964614 	-158.738004	49.999800 	-51.642447 
