-209.172400	-108.276214 	-161.358104	-0.000200 	43.357620 
-201.406000	-108.276214 	-158.380504	-0.000200 	43.357520 
-200.685300	-108.276214 	-142.122604	-0.000200 	43.357620 
-209.172400	-108.276214 	-138.436404	-0.000200 	43.357520 
-209.172400	-123.276314 	-138.435604	-0.000200 	43.357620 
-200.686600	-123.276214 	-142.123704	-0.000300 	43.357620 
-201.406200	-123.276214 	-158.380004	-0.000200 	43.357620 
-209.172400	-123.276214 	-161.359304	-0.000300 	43.357620 
-209.172400	-138.276214 	-161.359804	-0.000100 	43.357620 
-201.405900	-138.276314 	-158.380204	-0.000400 	43.357620 
-200.686300	-138.276314 	-142.123404	-0.000100 	43.357620 
-209.172400	-138.276314 	-138.437104	-0.000200 	43.357520 
-206.220400	-108.534514 	-162.202304	24.999800 	33.357586 
-198.311800	-109.929114 	-158.644604	24.999900 	33.357586 
-198.440700	-109.906414 	-142.709904	24.999700 	33.357586 
-206.220500	-108.534614 	-139.297204	24.999900 	33.357586 
-208.825100	-123.306714 	-139.296704	24.999900 	33.357586 
-201.045900	-124.678314 	-142.710104	24.999800 	33.357586 
-200.916700	-124.701314 	-158.643904	24.999900 	33.357586 
-208.825100	-123.306714 	-162.204904	24.999900 	33.357586 
-211.429800	-138.078714 	-162.201204	24.999800 	33.357586 
-203.521900	-139.473114 	-158.643204	24.999800 	33.357586 
-203.651400	-139.450414 	-142.710804	24.999800 	33.357586 
-211.429800	-138.078714 	-139.297004	24.999800 	33.357586 
-203.358200	-109.301414 	-163.006104	49.999900 	23.357586 
-195.567700	-112.137014 	-158.903704	49.999800 	23.357586 
-196.430500	-111.823014 	-143.237004	49.999900 	23.357586 
-203.358100	-109.301414 	-140.108104	49.999700 	23.357586 
-208.488400	-123.396814 	-140.108904	50.000000 	23.357486 
-201.561500	-125.917914 	-143.237704	49.999800 	23.357586 
-200.699200	-126.232014 	-158.902204	49.999700 	23.357586 
-208.488400	-123.396814 	-163.009004	49.999800 	23.357586 
-213.618800	-137.492214 	-163.009104	49.999900 	23.357586 
-205.830100	-140.327114 	-158.901704	49.999800 	23.357586 
-206.693100	-140.013014 	-143.239004	49.999800 	23.357586 
-213.618800	-137.492214 	-140.109104	49.999800 	23.357586 
-200.672500	-110.553814 	-163.621404	74.999800 	13.357552 
-193.238900	-114.845614 	-159.196304	74.999800 	13.357552 
-194.567300	-114.078714 	-143.559304	74.999700 	13.357552 
-200.672400	-110.553914 	-140.739204	74.999800 	13.357552 
-208.172400	-123.544114 	-140.737304	74.999800 	13.357552 
-202.067600	-127.069014 	-143.559604	74.999700 	13.357552 
-200.740000	-127.835314 	-159.194704	74.999900 	13.357552 
-208.172400	-123.544114 	-163.622904	74.999900 	13.357552 
-215.672400	-136.534614 	-163.623604	74.999900 	13.357552 
-208.240500	-140.825614 	-159.194204	74.999600 	13.357552 
-209.568900	-140.058614 	-143.561004	74.999800 	13.357552 
-215.672400	-136.534414 	-140.737604	74.999800 	13.357552 
-200.672400	-139.998614 	-141.059704	99.999700 	-106.642381 
-194.526900	-136.450414 	-143.512404	100.000000 	-106.642381 
-192.869300	-135.493414 	-159.623304	99.999800 	-106.642381 
-200.672500	-139.998714 	-163.982304	99.999900 	-106.642381 
-208.172400	-127.008414 	-163.982804	99.999900 	-106.642381 
-200.369300	-122.503014 	-159.623404	99.999900 	-106.642381 
-202.026100	-123.459714 	-143.511404	99.999800 	-106.642381 
-208.172400	-127.008314 	-141.059704	99.999900 	-106.642381 
-215.672400	-114.018014 	-141.060704	100.000000 	-106.642381 
-209.526500	-110.469714 	-143.511904	99.999800 	-106.642381 
-207.868200	-109.512314 	-159.624504	99.999800 	-106.642381 
-215.672400	-114.017914 	-163.982904	99.999900 	-106.642381 
-203.358200	-141.251114 	-141.042904	125.000000 	-116.642409 
-196.820400	-138.871514 	-143.651004	125.000000 	-116.642409 
-195.088000	-138.241014 	-159.413304	124.999800 	-116.642409 
-203.358200	-141.251114 	-163.949204	125.000000 	-116.642409 
-208.488400	-127.156014 	-163.950404	124.999800 	-116.642409 
-200.218000	-124.145614 	-159.413504	124.999800 	-116.642409 
-201.949900	-124.775714 	-143.650104	124.999900 	-116.642409 
-208.488400	-127.155714 	-141.044204	124.999800 	-116.642409 
-213.618700	-113.060314 	-141.044504	124.999800 	-116.642409 
-207.081200	-110.680814 	-143.651304	124.999800 	-116.642409 
-205.348400	-110.050014 	-159.413404	124.999700 	-116.642409 
-213.618800	-113.060214 	-163.951404	124.999800 	-116.642409 
-206.220400	-142.017914 	-140.652804	149.999800 	-126.642381 
-199.187600	-140.778014 	-143.466804	149.999900 	-126.642381 
-197.747600	-140.524014 	-159.215504	149.999900 	-126.642381 
-206.220400	-142.018014 	-163.556304	149.999800 	-126.642381 
-208.825100	-127.245814 	-163.557104	149.999800 	-126.642381 
-200.351000	-125.751814 	-159.216804	149.999900 	-126.642381 
-201.792000	-126.005814 	-143.466304	149.999900 	-126.642381 
-208.825100	-127.246014 	-140.654204	149.999900 	-126.642381 
-211.429800	-112.473814 	-140.653804	149.999800 	-126.642381 
-204.397700	-111.233814 	-143.467304	149.999900 	-126.642381 
-202.956100	-110.979714 	-159.216104	149.999700 	-126.642381 
-211.429800	-112.473714 	-163.556504	149.999800 	-126.642381 
